date_time,is_holiday,air_pollution_index,wind_direction,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,weather_description,traffic_volume
2012-10-03 08:00:00,None,57,321,278.12,0.0,0.0,1,Clear,sky is clear,6511
2012-10-03 09:00:00,None,226,321,282.48,0.0,0.0,1,Clear,sky is clear,5471
2012-10-03 12:00:00,None,86,320,291.97,0.0,0.0,1,Clear,sky is clear,5097
2012-10-03 13:00:00,None,52,320,293.23,0.0,0.0,1,Clear,sky is clear,4887
2012-10-03 14:00:00,None,273,320,294.31,0.0,0.0,1,Clear,sky is clear,5337
2012-10-03 15:00:00,None,72,350,295.17,0.0,0.0,1,Clear,sky is clear,5692
2012-10-03 16:00:00,None,254,320,295.13,0.0,0.0,1,Clear,sky is clear,6137
2012-10-03 18:00:00,None,129,330,293.66,0.0,0.0,20,Clouds,few clouds,4623
2012-10-03 19:00:00,None,271,330,290.65,0.0,0.0,20,Clouds,few clouds,3591
2012-10-03 20:00:00,None,259,320,288.19,0.0,0.0,20,Clouds,few clouds,2898
2012-10-03 21:00:00,None,61,340,287.1,0.0,0.0,1,Clear,sky is clear,2637
2012-10-03 22:00:00,None,286,340,286.25,0.0,0.0,1,Clear,sky is clear,1777
2012-10-03 23:00:00,None,151,340,285.26,0.0,0.0,1,Clear,sky is clear,1015
2012-10-04 00:00:00,None,260,350,284.55,0.0,0.0,1,Clear,sky is clear,598
2012-10-04 01:00:00,None,234,350,283.47,0.0,0.0,1,Clear,sky is clear,369
2012-10-04 02:00:00,None,162,330,283.17,0.0,0.0,1,Clear,sky is clear,312
2012-10-04 03:00:00,None,65,340,282.04,0.0,0.0,1,Clear,sky is clear,367
2012-10-04 04:00:00,None,18,340,281.69,0.0,0.0,1,Clear,sky is clear,835
2012-10-04 05:00:00,None,250,350,281.32,0.0,0.0,1,Clear,sky is clear,2726
2012-10-04 06:00:00,None,173,340,280.74,0.0,0.0,1,Clear,sky is clear,5689
2012-10-04 07:00:00,None,142,350,280.57,0.0,0.0,1,Clear,sky is clear,6990
2012-10-04 08:00:00,None,90,360,281.86,0.0,0.0,1,Clear,sky is clear,5985
2012-10-04 09:00:00,None,144,0,284.98,0.0,0.0,1,Clear,sky is clear,5309
2012-10-04 10:00:00,None,143,0,289.18,0.0,0.0,1,Clear,sky is clear,4603
2012-10-04 11:00:00,None,61,320,291.55,0.0,0.0,1,Clear,sky is clear,4884
2012-10-04 12:00:00,None,211,0,294.97,0.0,0.0,1,Clear,sky is clear,5104
2012-10-04 13:00:00,None,207,0,296.38,0.0,0.0,1,Clear,sky is clear,5178
2012-10-04 14:00:00,None,115,0,297.32,0.0,0.0,1,Clear,sky is clear,5501
2012-10-04 15:00:00,None,253,0,298.17,0.0,0.0,1,Clear,sky is clear,5713
2012-10-04 16:00:00,None,242,63,298.06,0.0,0.0,20,Clouds,few clouds,6292
2012-10-04 17:00:00,None,23,126,297.67,0.0,0.0,20,Clouds,few clouds,6057
2012-10-04 18:00:00,None,234,190,296.36,0.0,0.0,40,Clouds,scattered clouds,4907
2012-10-04 19:00:00,None,220,170,293.85,0.0,0.0,40,Clouds,scattered clouds,3503
2012-10-04 20:00:00,None,210,190,292.43,0.0,0.0,40,Clouds,scattered clouds,3037
2012-10-04 21:00:00,None,174,0,291.77,0.0,0.0,75,Clouds,broken clouds,2822
2012-10-04 22:00:00,None,58,140,291.36,0.0,0.0,75,Clouds,broken clouds,1992
2012-10-04 23:00:00,None,142,170,291.12,0.0,0.0,75,Clouds,broken clouds,1166
2012-10-05 00:00:00,None,79,200,290.63,0.0,0.0,75,Clouds,broken clouds,627
2012-10-05 01:00:00,None,128,180,290.46,0.0,0.0,40,Clouds,scattered clouds,388
2012-10-05 03:00:00,None,148,150,289.26,0.0,0.0,0,Clear,sky is clear,368
2012-10-05 05:00:00,None,252,140,283.21,0.0,0.0,75,Clouds,broken clouds,2489
2012-10-05 06:00:00,None,190,140,282.24,0.0,0.0,90,Clouds,overcast clouds,5537
2012-10-05 07:00:00,None,192,160,281.69,0.0,0.0,90,Clouds,overcast clouds,6628
2012-10-05 08:00:00,None,59,160,280.57,0.0,0.0,90,Clouds,overcast clouds,5534
2012-10-05 09:00:00,None,190,130,280.02,0.0,0.0,75,Clouds,broken clouds,5403
2012-10-05 10:00:00,None,134,0,280.11,0.0,0.0,75,Clouds,broken clouds,4770
2012-10-05 11:00:00,None,240,110,280.0,0.0,0.0,90,Clouds,overcast clouds,5217
2012-10-05 12:00:00,None,12,150,280.53,0.0,0.0,90,Clouds,overcast clouds,5870
2012-10-05 13:00:00,None,182,110,281.43,0.0,0.0,75,Clouds,broken clouds,5967
2012-10-05 14:00:00,None,90,110,281.78,0.0,0.0,90,Clouds,overcast clouds,6108
2012-10-05 15:00:00,None,284,110,281.91,0.0,0.0,90,Clouds,overcast clouds,6128
2012-10-05 16:00:00,None,228,120,281.73,0.0,0.0,90,Clouds,overcast clouds,6069
2012-10-05 17:00:00,None,149,110,281.42,0.0,0.0,90,Clouds,overcast clouds,6169
2012-10-05 18:00:00,None,72,0,280.87,0.0,0.0,90,Clouds,overcast clouds,5384
2012-10-05 19:00:00,None,36,160,280.15,0.0,0.0,90,Clouds,overcast clouds,4063
2012-10-05 20:00:00,None,205,0,279.78,0.0,0.0,90,Clouds,overcast clouds,3364
2012-10-05 21:00:00,None,161,160,279.65,0.0,0.0,75,Clouds,broken clouds,2971
2012-10-05 22:00:00,None,261,180,279.22,0.0,0.0,40,Clouds,scattered clouds,2450
2012-10-05 23:00:00,None,257,160,279.06,0.0,0.0,40,Clouds,scattered clouds,1832
2012-10-06 00:00:00,None,163,150,278.81,0.0,0.0,90,Clouds,overcast clouds,1231
2012-10-06 01:00:00,None,219,160,278.55,0.0,0.0,90,Clouds,overcast clouds,718
2012-10-06 02:00:00,None,31,150,278.59,0.0,0.0,90,Clouds,overcast clouds,545
2012-10-06 04:00:00,None,79,140,276.99,0.0,0.0,75,Clouds,broken clouds,411
2012-10-06 05:00:00,None,28,130,276.35,0.0,0.0,20,Clouds,few clouds,688
2012-10-06 06:00:00,None,110,130,275.4,0.0,0.0,1,Clear,sky is clear,1352
2012-10-06 07:00:00,None,171,140,275.17,0.0,0.0,1,Clear,sky is clear,2072
2012-10-06 08:00:00,None,148,140,274.99,0.0,0.0,1,Clear,sky is clear,3342
2012-10-06 09:00:00,None,97,140,275.09,0.0,0.0,40,Clouds,scattered clouds,4258
2012-10-06 10:00:00,None,46,140,276.88,0.0,0.0,20,Clouds,few clouds,4861
2012-10-06 11:00:00,None,180,194,278.04,0.0,0.0,20,Clouds,few clouds,5191
2012-10-06 12:00:00,None,269,248,279.08,0.0,0.0,40,Clouds,scattered clouds,5669
2012-10-06 13:00:00,None,280,239,280.12,0.0,0.0,75,Clouds,broken clouds,5074
2012-10-06 14:00:00,None,264,230,280.25,0.0,0.0,75,Clouds,broken clouds,5025
2012-10-06 15:00:00,None,149,240,280.0,0.0,0.0,75,Clouds,broken clouds,5153
2012-10-06 16:00:00,None,77,240,279.06,0.0,0.0,90,Clouds,overcast clouds,5024
2012-10-06 17:00:00,None,77,250,278.91,0.0,0.0,90,Clouds,overcast clouds,4779
2012-10-06 18:00:00,None,178,250,278.39,0.0,0.0,90,Clouds,overcast clouds,4362
2012-10-06 19:00:00,None,114,250,278.16,0.0,0.0,90,Clouds,overcast clouds,3860
2012-10-06 20:00:00,None,67,260,278.16,0.0,0.0,90,Clouds,overcast clouds,3160
2012-10-06 21:00:00,None,196,250,277.93,0.0,0.0,90,Clouds,overcast clouds,2992
2012-10-06 22:00:00,None,65,270,276.9,0.0,0.0,90,Clouds,overcast clouds,3202
2012-10-06 23:00:00,None,13,260,276.34,0.0,0.0,75,Clouds,broken clouds,1941
2012-10-07 00:00:00,None,294,260,276.11,0.0,0.0,75,Clouds,broken clouds,1233
2012-10-07 03:00:00,None,26,270,275.73,0.0,0.0,90,Clouds,overcast clouds,323
2012-10-07 04:00:00,None,246,260,275.65,0.0,0.0,90,Clouds,overcast clouds,312
2012-10-07 05:00:00,None,259,270,275.51,0.0,0.0,75,Clouds,broken clouds,627
2012-10-07 06:00:00,None,33,280,275.05,0.0,0.0,90,Clouds,overcast clouds,1508
2012-10-07 07:00:00,None,125,290,274.77,0.0,0.0,90,Clouds,overcast clouds,1539
2012-10-07 08:00:00,None,247,280,274.77,0.0,0.0,75,Clouds,broken clouds,2232
2012-10-07 09:00:00,None,178,290,275.55,0.0,0.0,75,Clouds,broken clouds,4568
2012-10-07 10:00:00,None,297,280,276.24,0.0,0.0,75,Clouds,broken clouds,4624
2012-10-07 11:00:00,None,250,290,277.01,0.0,0.0,90,Clouds,overcast clouds,4529
2012-10-07 12:00:00,None,299,270,277.43,0.0,0.0,90,Clouds,overcast clouds,5139
2012-10-07 13:00:00,None,260,270,278.45,0.0,0.0,90,Clouds,overcast clouds,6640
2012-10-07 14:00:00,None,174,275,279.27,0.0,0.0,90,Clouds,overcast clouds,6589
2012-10-07 15:00:00,None,150,280,279.27,0.0,0.0,90,Clouds,overcast clouds,4429
2012-10-07 16:00:00,None,129,280,279.44,0.0,0.0,90,Clouds,overcast clouds,4329
2012-10-07 17:00:00,None,170,270,279.32,0.0,0.0,90,Clouds,overcast clouds,3833
2012-10-07 18:00:00,None,114,260,279.27,0.0,0.0,90,Clouds,overcast clouds,4015
2012-10-07 19:00:00,None,101,260,278.11,0.0,0.0,90,Clouds,overcast clouds,3382
2012-10-07 20:00:00,None,213,250,276.79,0.0,0.0,75,Clouds,broken clouds,2815
2012-10-07 21:00:00,None,49,280,275.73,0.0,0.0,90,Clouds,overcast clouds,2110
2012-10-07 22:00:00,None,63,260,274.88,0.0,0.0,75,Clouds,broken clouds,1555
2012-10-07 23:00:00,None,98,290,273.92,0.0,0.0,20,Clouds,few clouds,959
2012-10-08 00:00:00,Columbus Day,144,300,273.08,0.0,0.0,20,Clouds,few clouds,455
2012-10-08 01:00:00,None,11,290,272.62,0.0,0.0,20,Clouds,few clouds,336
2012-10-08 02:00:00,None,106,280,271.78,0.0,0.0,1,Clear,sky is clear,265
2012-10-08 03:00:00,None,65,310,271.05,0.0,0.0,1,Clear,sky is clear,314
2012-10-08 04:00:00,None,133,300,270.63,0.0,0.0,1,Clear,sky is clear,779
2012-10-08 05:00:00,None,194,290,270.33,0.0,0.0,1,Clear,sky is clear,2571
2012-10-08 06:00:00,None,134,290,269.61,0.0,0.0,20,Clouds,few clouds,5563
2012-10-08 07:00:00,None,273,280,270.01,0.0,0.0,20,Clouds,few clouds,6676
2012-10-08 08:00:00,None,200,300,271.23,0.0,0.0,20,Clouds,few clouds,5966
2012-10-08 09:00:00,None,224,310,273.71,0.0,0.0,20,Clouds,few clouds,4832
2012-10-08 10:00:00,None,230,300,276.77,0.0,0.0,20,Clouds,few clouds,4395
2012-10-08 11:00:00,None,208,300,279.47,0.0,0.0,20,Clouds,few clouds,4411
2012-10-08 12:00:00,None,183,300,279.84,0.0,0.0,1,Clear,sky is clear,4648
2012-10-08 13:00:00,None,226,300,282.34,0.0,0.0,40,Clouds,scattered clouds,4602
2012-10-08 14:00:00,None,215,300,282.94,0.0,0.0,40,Clouds,scattered clouds,5125
2012-10-08 15:00:00,None,76,310,283.48,0.0,0.0,1,Clear,sky is clear,5502
2012-10-08 16:00:00,None,183,320,284.33,0.0,0.0,1,Clear,sky is clear,5979
2012-10-08 17:00:00,None,87,330,284.48,0.0,0.0,40,Clouds,scattered clouds,5663
2012-10-08 18:00:00,None,51,320,284.23,0.0,0.0,40,Clouds,scattered clouds,4259
2012-10-08 19:00:00,None,73,330,281.99,0.0,0.0,20,Clouds,few clouds,3069
2012-10-08 20:00:00,None,208,330,279.81,0.0,0.0,1,Clear,sky is clear,2378
2012-10-08 21:00:00,None,99,340,279.35,0.0,0.0,1,Clear,sky is clear,2030
2012-10-08 22:00:00,None,16,340,278.9,0.0,0.0,1,Clear,sky is clear,1400
2012-10-08 23:00:00,None,272,330,278.46,0.0,0.0,1,Clear,sky is clear,917
2012-10-09 00:00:00,None,131,340,277.78,0.0,0.0,1,Clear,sky is clear,515
2012-10-09 01:00:00,None,173,350,277.27,0.0,0.0,1,Clear,sky is clear,302
2012-10-09 02:00:00,None,125,310,277.47,0.0,0.0,1,Clear,sky is clear,251
2012-10-09 04:00:00,None,22,320,276.97,0.0,0.0,20,Clouds,few clouds,798
2012-10-09 05:00:00,None,29,350,276.52,0.0,0.0,40,Clouds,scattered clouds,2678
2012-10-09 06:00:00,None,210,350,276.6,0.0,0.0,40,Clouds,scattered clouds,5733
2012-10-09 07:00:00,None,263,360,277.31,0.0,0.0,75,Clouds,broken clouds,6449
2012-10-09 08:00:00,None,95,290,278.38,0.0,0.0,90,Clouds,overcast clouds,5765
2012-10-09 09:00:00,None,189,270,279.35,0.0,0.0,90,Clouds,overcast clouds,5599
2012-10-09 10:00:00,None,246,250,281.37,0.0,0.0,90,Clouds,overcast clouds,4534
2012-10-09 11:00:00,None,70,0,283.11,0.0,0.0,90,Clouds,overcast clouds,4691
2012-10-09 12:00:00,None,224,250,284.08,0.0,0.0,75,Clouds,broken clouds,5067
2012-10-09 13:00:00,None,224,0,285.14,0.0,0.0,75,Clouds,broken clouds,5030
2012-10-09 14:00:00,None,99,0,286.35,0.0,0.0,90,Clouds,overcast clouds,5300
2012-10-09 15:00:00,None,105,220,287.23,0.0,0.0,100,Rain,light rain,5777
2012-10-09 16:00:00,None,70,200,288.53,0.0,0.0,90,Clouds,overcast clouds,6349
2012-10-09 17:00:00,None,65,200,290.37,0.0,0.0,90,Clouds,overcast clouds,6127
2012-10-09 18:00:00,None,229,200,290.13,0.0,0.0,90,Clouds,overcast clouds,4460
2012-10-09 19:00:00,None,103,230,288.86,0.0,0.0,75,Clouds,broken clouds,3418
2012-10-09 20:00:00,None,49,0,287.36,0.0,0.0,90,Clouds,overcast clouds,2775
2012-10-09 21:00:00,None,257,220,285.11,0.0,0.0,90,Clouds,overcast clouds,2306
2012-10-09 22:00:00,None,226,230,283.46,0.0,0.0,90,Clouds,overcast clouds,1846
2012-10-09 23:00:00,None,163,230,282.45,0.0,0.0,90,Clouds,overcast clouds,947
2012-10-10 00:00:00,None,71,220,281.88,0.0,0.0,90,Clouds,overcast clouds,494
2012-10-10 01:00:00,None,249,230,281.78,0.0,0.0,90,Clouds,overcast clouds,332
2012-10-10 02:00:00,None,199,220,281.09,0.0,0.0,75,Clouds,broken clouds,261
2012-10-10 03:00:00,None,155,210,281.17,0.0,0.0,90,Clouds,overcast clouds,361
2012-10-10 06:00:00,None,19,210,281.25,0.0,0.0,92,Clear,sky is clear,5875
2012-10-10 07:00:00,None,139,220,281.25,0.0,0.0,99,Rain,light rain,6793
2012-10-10 07:00:00,None,69,220,281.25,0.0,0.0,99,Drizzle,light intensity drizzle,6793
2012-10-10 08:00:00,None,184,170,280.1,0.0,0.0,99,Rain,light rain,6283
2012-10-10 08:00:00,None,82,150,280.1,0.0,0.0,99,Drizzle,light intensity drizzle,6283
2012-10-10 09:00:00,None,248,160,279.61,0.0,0.0,99,Rain,light rain,5680
2012-10-10 09:00:00,None,188,170,279.61,0.0,0.0,99,Drizzle,light intensity drizzle,5680
2012-10-10 10:00:00,None,76,170,279.67,0.0,0.0,99,Clear,sky is clear,4632
2012-10-10 11:00:00,None,90,130,280.19,0.0,0.0,1,Clear,sky is clear,4887
2012-10-10 12:00:00,None,86,140,282.09,0.0,0.0,75,Clouds,broken clouds,5030
2012-10-10 13:00:00,None,257,200,282.26,0.0,0.0,75,Clouds,broken clouds,5067
2012-10-10 14:00:00,None,204,195,282.05,0.0,0.0,90,Clouds,overcast clouds,5227
2012-10-10 15:00:00,None,77,190,281.59,0.0,0.0,90,Clouds,overcast clouds,5610
2012-10-10 16:00:00,None,65,190,281.23,0.0,0.0,81,Clear,sky is clear,6286
2012-10-10 18:00:00,None,108,180,282.6,0.0,0.0,81,Clear,sky is clear,4775
2012-10-10 19:00:00,None,279,190,282.6,0.0,0.0,81,Clear,sky is clear,3340
2012-10-10 20:00:00,None,85,170,282.6,0.0,0.0,81,Clear,sky is clear,3013
2012-10-10 21:00:00,None,75,170,282.6,0.0,0.0,81,Clear,sky is clear,2603
2012-10-10 22:00:00,None,42,150,282.6,0.0,0.0,81,Clear,sky is clear,1910
2012-10-10 23:00:00,None,278,180,282.6,0.0,0.0,81,Clear,sky is clear,1037
2012-10-11 01:00:00,None,39,180,273.9,0.0,0.0,1,Clear,sky is clear,347
2012-10-11 03:00:00,None,35,170,274.4,0.0,0.0,75,Clouds,broken clouds,350
2012-10-11 04:00:00,None,219,180,274.05,0.0,0.0,75,Clouds,broken clouds,850
2012-10-11 05:00:00,None,278,200,273.71,0.0,0.0,40,Clouds,scattered clouds,2791
2012-10-11 06:00:00,None,132,200,272.66,0.0,0.0,1,Clear,sky is clear,5809
2012-10-11 07:00:00,None,42,210,272.65,0.0,0.0,1,Clear,sky is clear,6798
2012-10-11 08:00:00,None,152,260,272.52,0.0,0.0,1,Clear,sky is clear,6304
2012-10-11 09:00:00,None,154,280,275.19,0.0,0.0,20,Clouds,few clouds,5291
2012-10-11 10:00:00,None,271,280,275.34,0.0,0.0,1,Clear,sky is clear,4638
2012-10-11 14:00:00,None,14,300,284.1,0.0,0.0,50,Clear,sky is clear,5557
2012-10-11 15:00:00,None,170,300,284.1,0.0,0.0,50,Clear,sky is clear,5818
2012-10-11 16:00:00,None,153,290,283.78,0.0,0.0,75,Clouds,broken clouds,6272
2012-10-11 17:00:00,None,161,230,283.52,0.0,0.0,75,Clouds,broken clouds,5944
2012-10-11 18:00:00,None,14,220,283.32,0.0,0.0,90,Clouds,overcast clouds,4949
2012-10-11 19:00:00,None,204,220,282.06,0.0,0.0,90,Clouds,overcast clouds,3511
2012-10-11 20:00:00,None,134,220,281.95,0.0,0.0,90,Clouds,overcast clouds,3039
2012-10-11 21:00:00,None,85,253,281.81,0.0,0.0,90,Clouds,overcast clouds,2679
2012-10-11 22:00:00,None,178,286,282.16,0.0,0.0,90,Clouds,overcast clouds,2094
2012-10-11 23:00:00,None,226,320,282.53,0.0,0.0,90,Clouds,overcast clouds,1284
2012-10-12 00:00:00,None,192,260,283.91,0.0,0.0,90,Clouds,overcast clouds,630
2012-10-12 01:00:00,None,122,310,284.64,0.0,0.0,90,Clouds,overcast clouds,410
2012-10-12 02:00:00,None,285,280,284.61,0.0,0.0,90,Clouds,overcast clouds,331
2012-10-12 03:00:00,None,187,217,283.18,0.0,0.0,72,Drizzle,light intensity drizzle,372
2012-10-12 04:00:00,None,134,260,282.26,0.0,0.0,72,Rain,light rain,739
2012-10-12 05:00:00,None,208,270,280.77,0.0,0.0,72,Drizzle,light intensity drizzle,2561
2012-10-12 06:00:00,None,147,270,278.53,0.0,0.0,75,Clouds,broken clouds,5586
2012-10-12 07:00:00,None,227,290,277.64,0.0,0.0,75,Clouds,broken clouds,6992
2012-10-12 08:00:00,None,177,270,277.9,0.0,0.0,90,Clouds,overcast clouds,5860
2012-10-12 09:00:00,None,143,313,278.18,0.0,0.0,90,Clouds,overcast clouds,5230
2012-10-12 10:00:00,None,170,305,279.29,0.0,0.0,75,Clouds,broken clouds,4864
2012-10-12 11:00:00,None,281,297,280.45,0.0,0.0,75,Clouds,broken clouds,5146
2012-10-12 12:00:00,None,289,297,280.95,0.0,0.0,40,Clouds,scattered clouds,5526
2012-10-12 13:00:00,None,257,297,281.74,0.0,0.0,40,Clouds,scattered clouds,5383
2012-10-12 14:00:00,None,231,297,281.84,0.0,0.0,75,Clouds,broken clouds,5758
2012-10-12 15:00:00,None,181,297,282.45,0.0,0.0,75,Clouds,broken clouds,5889
2012-10-12 16:00:00,None,268,297,282.2,0.0,0.0,75,Clouds,broken clouds,6057
2012-10-12 17:00:00,None,265,288,281.54,0.0,0.0,40,Clouds,scattered clouds,6028
2012-10-12 18:00:00,None,177,280,280.21,0.0,0.0,20,Clouds,few clouds,5257
2012-10-12 23:00:00,None,129,285,282.2,0.0,0.0,56,Clear,sky is clear,1897
2012-10-13 00:00:00,None,28,290,272.58,0.0,0.0,1,Clear,sky is clear,1335
2012-10-13 01:00:00,None,256,300,272.06,0.0,0.0,1,Clear,sky is clear,769
2012-10-13 02:00:00,None,214,280,270.99,0.0,0.0,1,Clear,sky is clear,570
2012-10-13 03:00:00,None,76,260,270.29,0.0,0.0,20,Clouds,few clouds,413
2012-10-13 04:00:00,None,194,260,269.48,0.0,0.0,1,Clear,sky is clear,399
2012-10-13 05:00:00,None,117,260,269.27,0.0,0.0,1,Clear,sky is clear,740
2012-10-13 06:00:00,None,174,270,268.91,0.0,0.0,1,Clear,sky is clear,1420
2012-10-13 07:00:00,None,130,240,268.98,0.0,0.0,75,Clouds,broken clouds,2220
2012-10-13 08:00:00,None,93,244,269.23,0.0,0.0,40,Clouds,scattered clouds,3479
2012-10-13 09:00:00,None,270,248,272.61,0.0,0.0,40,Clouds,scattered clouds,4546
2012-10-13 10:00:00,None,116,252,276.78,0.0,0.0,20,Clouds,few clouds,4579
2012-10-13 11:00:00,None,132,257,279.22,0.0,0.0,1,Clear,sky is clear,4438
2012-10-13 12:00:00,None,82,257,280.35,0.0,0.0,1,Clear,sky is clear,4623
2012-10-13 13:00:00,None,163,260,281.81,0.0,0.0,1,Clear,sky is clear,4440
2012-10-13 14:00:00,None,298,250,283.05,0.0,0.0,1,Clear,sky is clear,4495
2012-10-13 15:00:00,None,106,220,283.96,0.0,0.0,1,Clear,sky is clear,4483
2012-10-13 16:00:00,None,287,140,284.53,0.0,0.0,1,Clear,sky is clear,4591
2012-10-13 17:00:00,None,263,130,284.44,0.0,0.0,1,Clear,sky is clear,4477
2012-10-13 18:00:00,None,91,120,283.64,0.0,0.0,1,Clear,sky is clear,4221
2012-10-13 19:00:00,None,26,150,281.85,0.0,0.0,20,Clouds,few clouds,3672
2012-10-13 20:00:00,None,189,160,281.38,0.0,0.0,1,Clear,sky is clear,3015
2012-10-13 21:00:00,None,225,190,281.84,0.0,0.0,75,Clouds,broken clouds,2769
2012-10-13 22:00:00,None,31,210,282.23,0.0,0.0,90,Clouds,overcast clouds,2875
2012-10-13 23:00:00,None,245,220,282.18,0.0,0.0,90,Clouds,overcast clouds,1931
2012-10-14 00:00:00,None,220,240,282.49,0.0,0.0,90,Clouds,overcast clouds,1309
2012-10-14 01:00:00,None,295,270,282.54,0.0,0.0,90,Clouds,overcast clouds,870
2012-10-14 02:00:00,None,216,320,282.58,0.0,0.0,90,Clouds,overcast clouds,654
2012-10-14 03:00:00,None,264,350,282.23,0.0,0.0,90,Clouds,overcast clouds,364
2012-10-14 04:00:00,None,20,360,282.08,0.0,0.0,90,Clouds,overcast clouds,262
2012-10-14 05:00:00,None,43,350,282.23,0.0,0.0,90,Clouds,overcast clouds,505
2012-10-14 06:00:00,None,130,350,282.24,0.0,0.0,90,Clouds,overcast clouds,861
2012-10-14 07:00:00,None,245,360,282.24,0.0,0.0,90,Clouds,overcast clouds,1132
2012-10-14 08:00:00,None,192,330,282.24,0.0,0.0,57,Mist,mist,1797
2012-10-14 09:00:00,None,87,330,282.43,0.0,0.0,57,Drizzle,light intensity drizzle,2685
2012-10-14 09:00:00,None,132,350,282.43,0.0,0.0,57,Mist,mist,2685
2012-10-14 09:00:00,None,285,330,282.43,0.0,0.0,57,Haze,haze,2685
2012-10-14 10:00:00,None,217,320,282.33,0.0,0.0,57,Drizzle,light intensity drizzle,3370
2012-10-14 10:00:00,None,195,320,282.33,0.0,0.0,57,Mist,mist,3370
2012-10-14 11:00:00,None,26,350,282.82,0.0,0.0,57,Drizzle,light intensity drizzle,3662
2012-10-14 11:00:00,None,299,330,282.82,0.0,0.0,57,Mist,mist,3662
2012-10-14 12:00:00,None,263,328,283.33,0.0,0.0,57,Mist,mist,4076
2012-10-14 12:00:00,None,108,327,283.33,0.0,0.0,57,Rain,light rain,4076
2012-10-14 12:00:00,None,156,326,283.33,0.0,0.0,57,Drizzle,light intensity drizzle,4076
2012-10-14 13:00:00,None,123,325,283.75,0.0,0.0,93,Rain,light rain,4128
2012-10-14 13:00:00,None,106,324,283.75,0.0,0.0,93,Mist,mist,4128
2012-10-14 13:00:00,None,179,0,283.75,0.0,0.0,93,Drizzle,light intensity drizzle,4128
2012-10-14 14:00:00,None,208,340,284.09,0.0,0.0,93,Mist,mist,4358
2012-10-14 14:00:00,None,186,310,284.09,0.0,0.0,93,Rain,light rain,4358
2012-10-14 14:00:00,None,133,0,284.09,0.0,0.0,93,Drizzle,light intensity drizzle,4358
2012-10-14 15:00:00,None,166,0,284.55,0.0,0.0,93,Mist,mist,4342
2012-10-14 15:00:00,None,104,0,284.55,0.0,0.0,93,Rain,light rain,4342
2012-10-14 16:00:00,None,295,0,284.68,0.0,0.0,93,Mist,mist,4234
2012-10-14 17:00:00,None,108,0,284.64,0.0,0.0,93,Rain,light rain,4271
2012-10-14 17:00:00,None,244,0,284.64,0.0,0.0,93,Mist,mist,4271
2012-10-14 18:00:00,None,199,0,284.4,0.0,0.0,93,Mist,mist,4080
2012-10-14 19:00:00,None,282,150,284.17,0.0,0.0,93,Mist,mist,3453
2012-10-14 20:00:00,None,27,130,284.03,0.0,0.0,93,Mist,mist,2718
2012-10-14 21:00:00,None,183,0,283.58,0.0,0.0,93,Mist,mist,2439
2012-10-14 22:00:00,None,129,160,283.04,0.0,0.0,93,Mist,mist,1819
2012-10-14 23:00:00,None,265,140,281.95,0.0,0.0,93,Mist,mist,1002
2012-10-14 23:00:00,None,105,170,281.95,0.0,0.0,93,Fog,fog,1002
