air_pollution_index,wind_direction,temperature,rain_p_h,weather_description,traffic_volume,time,Month,day
0.6920415224913495,0.5277777777777778,0.9487087983389567,0.0,24,3037,19,10,3
0.5674740484429066,0.0,0.9465676096548145,0.0,2,2822,20,10,3
0.16608996539792387,0.3888888888888889,0.9452374772904232,0.0,2,1992,21,10,3
0.45674740484429066,0.47222222222222227,0.9444588632234623,0.0,2,1166,22,10,3
0.40830449826989623,0.5,0.94231767453932,0.0,24,388,0,10,4
0.47750865051903113,0.4166666666666667,0.938424604204516,0.0,27,368,2,10,4
0.8373702422145329,0.3888888888888889,0.9187970412665455,0.0,2,2489,4,10,4
0.6228373702422145,0.3888888888888889,0.9156501427459124,0.0,19,5537,5,10,4
0.629757785467128,0.4444444444444445,0.9138658188424604,0.0,19,6628,6,10,4
0.16955017301038064,0.4444444444444445,0.9102322865299767,0.0,19,5534,7,10,4
0.6228373702422145,0.3611111111111111,0.9084479626265247,0.0,2,5403,8,10,4
0.4290657439446367,0.0,0.9087399429016352,0.0,2,4770,9,10,4
0.795847750865052,0.3055555555555556,0.9083830781209448,0.0,19,5217,10,10,4
0.00692041522491349,0.4166666666666667,0.9101025175188164,0.0,19,5870,11,10,4
0.5951557093425606,0.3055555555555556,0.9130223202699196,0.0,2,5967,12,10,4
0.2768166089965398,0.3055555555555556,0.9141577991175707,0.0,19,6108,13,10,4
0.9480968858131489,0.3055555555555556,0.9145795484038413,0.0,19,6128,14,10,4
0.754325259515571,0.33333333333333337,0.9139955878536207,0.0,19,6069,15,10,4
0.48096885813148793,0.3055555555555556,0.9129898780171296,0.0,19,6169,16,10,4
0.21453287197231835,0.0,0.9112055541136777,0.0,19,5384,17,10,4
0.08996539792387544,0.4444444444444445,0.9088697119127952,0.0,19,4063,18,10,4
0.6747404844290658,0.0,0.9076693485595639,0.0,19,3364,19,10,4
0.5224913494809689,0.4444444444444445,0.9072475992732935,0.0,2,2971,20,10,4
0.8685121107266437,0.5,0.9058525824033222,0.0,24,2450,21,10,4
0.8546712802768167,0.4444444444444445,0.9053335063586816,0.0,24,1832,22,10,4
0.7231833910034603,0.4444444444444445,0.9036789514663899,0.0,19,718,0,10,5
0.0726643598615917,0.4166666666666667,0.9038087204775499,0.0,19,545,1,10,5
0.2387543252595156,0.3888888888888889,0.8986179600311446,0.0,2,411,3,10,5
0.06228373702422145,0.3611111111111111,0.8965416558525825,0.0,4,688,4,10,5
0.3460207612456747,0.3611111111111111,0.8934596418375291,0.0,27,1352,5,10,5
0.5570934256055364,0.3888888888888889,0.8927134700233585,0.0,27,2072,6,10,5
0.47750865051903113,0.3888888888888889,0.8921295094731378,0.0,27,3342,7,10,5
0.3010380622837371,0.3888888888888889,0.8924539320010381,0.0,24,4258,8,10,5
0.1245674740484429,0.3888888888888889,0.8982610952504542,0.0,4,4861,9,10,5
0.5882352941176471,0.5388888888888889,0.9020243965740982,0.0,4,5191,10,10,5
0.8961937716262977,0.6888888888888889,0.9053983908642615,0.0,24,5669,11,10,5
0.9342560553633219,0.6638888888888889,0.9087723851544252,0.0,2,5074,12,10,5
0.8788927335640139,0.638888888888889,0.9091941344406956,0.0,2,5025,13,10,5
0.48096885813148793,0.6666666666666667,0.9083830781209448,0.0,2,5153,14,10,5
0.2318339100346021,0.6666666666666667,0.9053335063586816,0.0,19,5024,15,10,5
0.2318339100346021,0.6944444444444444,0.9048468725668312,0.0,19,4779,16,10,5
0.5813148788927336,0.6944444444444444,0.9031598754217492,0.0,19,4362,17,10,5
0.3598615916955017,0.6944444444444444,0.9024137036075787,0.0,19,3860,18,10,5
0.1972318339100346,0.7222222222222222,0.9024137036075787,0.0,19,3160,19,10,5
0.6435986159169551,0.6944444444444444,0.9016675317934078,0.0,19,2992,20,10,5
0.1903114186851211,0.75,0.8983259797560342,0.0,19,3202,21,10,5
0.010380622837370242,0.7222222222222222,0.8965092135997923,0.0,2,1941,22,10,5
0.05536332179930796,0.75,0.8945302361796004,0.0,19,323,2,10,6
0.8166089965397925,0.7222222222222222,0.89427069815728,0.0,19,312,3,10,6
0.8615916955017302,0.75,0.8938165066182195,0.0,2,627,4,10,6
0.07958477508650519,0.7777777777777778,0.892324162989878,0.0,19,1508,5,10,6
0.39792387543252594,0.8055555555555556,0.891415779911757,0.0,19,1539,6,10,6
0.8200692041522492,0.7777777777777778,0.891415779911757,0.0,2,2232,7,10,6
0.5813148788927336,0.8055555555555556,0.8939462756293798,0.0,2,4568,8,10,6
0.9930795847750865,0.7777777777777778,0.8961847910718921,0.0,2,4624,9,10,6
0.8304498269896194,0.8055555555555556,0.8986828445367246,0.0,19,4529,10,10,6
1.0,0.75,0.9000454191539061,0.0,19,5139,11,10,6
0.8650519031141869,0.75,0.9033545289384894,0.0,19,6640,12,10,6
0.5674740484429066,0.763888888888889,0.9060147936672722,0.0,19,6589,13,10,6
0.48442906574394473,0.7777777777777778,0.9060147936672722,0.0,19,4429,14,10,6
0.4117647058823529,0.7777777777777778,0.9065663119647028,0.0,19,4329,15,10,6
0.5536332179930796,0.75,0.9061770049312224,0.0,19,3833,16,10,6
0.3598615916955017,0.7222222222222222,0.9060147936672722,0.0,19,4015,17,10,6
0.31487889273356406,0.7222222222222222,0.9022514923436284,0.0,19,3382,18,10,6
0.7024221453287197,0.6944444444444444,0.897969114975344,0.0,2,2815,19,10,6
0.13494809688581316,0.7777777777777778,0.8945302361796004,0.0,19,2110,20,10,6
0.18339100346020762,0.7222222222222222,0.8917726446924474,0.0,2,1555,21,10,6
0.3044982698961938,0.8055555555555556,0.8886581884246043,0.0,4,959,22,10,6
0.003460207612456745,0.8055555555555556,0.8844406955618999,0.0,4,336,0,10,7
0.33217993079584773,0.7777777777777778,0.8817155463275369,0.0,27,265,1,10,7
0.1903114186851211,0.8611111111111112,0.8793472618738646,0.0,27,314,2,10,7
0.4256055363321799,0.8333333333333334,0.8779846872566831,0.0,27,779,3,10,7
0.6366782006920416,0.8055555555555556,0.877011419672982,0.0,27,2571,4,10,7
0.4290657439446367,0.8055555555555556,0.8746755774720998,0.0,4,5563,5,10,7
0.9100346020761246,0.7777777777777778,0.875973267583701,0.0,4,6676,6,10,7
0.6574394463667821,0.8333333333333334,0.8799312224240852,0.0,4,5966,7,10,7
0.740484429065744,0.8611111111111112,0.8879769011160135,0.0,4,4832,8,10,7
0.7612456747404844,0.8333333333333334,0.8979042304697638,0.0,4,4395,9,10,7
0.685121107266436,0.8333333333333334,0.9066636387230731,0.0,4,4411,10,10,7
0.5986159169550174,0.8333333333333334,0.9078640020763041,0.0,27,4648,11,10,7
0.7474048442906575,0.8333333333333334,0.9159745652738126,0.0,24,4602,12,10,7
0.7093425605536333,0.8333333333333334,0.9179211004412147,0.0,24,5125,13,10,7
0.22837370242214536,0.8611111111111112,0.9196729820918765,0.0,27,5502,14,10,7
0.5986159169550174,0.888888888888889,0.9224305735790294,0.0,27,5979,15,10,7
0.2664359861591695,0.9166666666666667,0.9229172073708799,0.0,24,5663,16,10,7
0.14186851211072665,0.888888888888889,0.922106151051129,0.0,24,4259,17,10,7
0.21799307958477507,0.9166666666666667,0.9148390864261615,0.0,4,3069,18,10,7
0.685121107266436,0.9166666666666667,0.9077666753179341,0.0,27,2378,19,10,7
0.3079584775086506,0.9444444444444445,0.9062743316895926,0.0,27,2030,20,10,7
0.020761245674740483,0.9444444444444445,0.904814430314041,0.0,27,1400,21,10,7
0.9065743944636678,0.9166666666666667,0.9033869711912795,0.0,27,917,22,10,7
0.5640138408304499,0.9722222222222222,0.8995263431092655,0.0,27,302,0,10,8
0.39792387543252594,0.8611111111111112,0.9001751881650663,0.0,27,251,1,10,8
0.04152249134948097,0.888888888888889,0.8985530755255646,0.0,4,798,3,10,8
0.0657439446366782,0.9722222222222222,0.897093174150013,0.0,24,2678,4,10,8
0.6920415224913495,0.9722222222222222,0.8973527121723334,0.0,24,5733,5,10,8
0.8754325259515572,1.0,0.8996561121204257,0.0,2,6449,6,10,8
0.2941176470588235,0.8055555555555556,0.9031274331689593,0.0,19,5765,7,10,8
0.6193771626297578,0.75,0.9062743316895926,0.0,19,5599,8,10,8
0.8166089965397925,0.6944444444444444,0.9128276667531794,0.0,19,4534,9,10,8
0.20761245674740486,0.0,0.9184726187386453,0.0,19,4691,10,10,8
0.740484429065744,0.6944444444444444,0.9216195172592785,0.0,2,5067,11,10,8
0.740484429065744,0.0,0.925058396055022,0.0,2,5030,12,10,8
0.3079584775086506,0.0,0.9289839086426163,0.0,19,5300,13,10,8
0.32871972318339104,0.6111111111111112,0.9318388268881392,0.0,13,5777,14,10,8
0.20761245674740486,0.5555555555555556,0.9360563197508435,0.0,19,6349,15,10,8
0.1903114186851211,0.5555555555555556,0.9420256942642098,0.0,19,6127,16,10,8
0.7577854671280277,0.5555555555555556,0.9412470801972489,0.0,19,4460,17,10,8
0.32179930795847755,0.638888888888889,0.9371269140929147,0.0,2,3418,18,10,8
0.13494809688581316,0.0,0.9322605761744096,0.0,19,2775,19,10,8
0.8546712802768167,0.6111111111111112,0.924961069296652,0.0,19,2306,20,10,8
0.7474048442906575,0.638888888888889,0.9196080975862964,0.0,19,1846,21,10,8
0.5294117647058824,0.638888888888889,0.916331430054503,0.0,19,947,22,10,8
0.8269896193771626,0.638888888888889,0.9141577991175707,0.0,19,332,0,10,9
0.6539792387543253,0.6111111111111112,0.9119192836750584,0.0,2,261,1,10,9
0.5017301038062284,0.5833333333333334,0.9121788216973787,0.0,19,361,2,10,9
0.031141868512110732,0.5833333333333334,0.912438359719699,0.0,27,5875,5,10,9
0.4463667820069205,0.6111111111111112,0.912438359719699,0.0,13,6793,6,10,9
0.2041522491349481,0.6111111111111112,0.912438359719699,0.0,11,6793,6,10,9
0.6020761245674741,0.47222222222222227,0.9087075006488452,0.0,13,6283,7,10,9
0.24913494809688583,0.4166666666666667,0.9087075006488452,0.0,11,6283,7,10,9
0.823529411764706,0.4444444444444445,0.9071178302621334,0.0,13,5680,8,10,9
0.615916955017301,0.47222222222222227,0.9071178302621334,0.0,11,5680,8,10,9
0.22837370242214536,0.47222222222222227,0.9073124837788736,0.0,27,4632,9,10,9
0.2768166089965398,0.3611111111111111,0.9089994809239554,0.0,27,4887,10,10,9
0.26297577854671284,0.3888888888888889,0.9151635089540617,0.0,2,5030,11,10,9
0.8546712802768167,0.5555555555555556,0.9157150272514923,0.0,2,5067,12,10,9
0.6712802768166091,0.5416666666666667,0.9150337399429017,0.0,19,5227,13,10,9
0.2318339100346021,0.5277777777777778,0.91354139631456,0.0,19,5610,14,10,9
0.1903114186851211,0.5277777777777778,0.9123734752141189,0.0,27,6286,15,10,9
0.3391003460207612,0.5,0.9168180638463536,0.0,27,4775,17,10,9
0.9307958477508651,0.5277777777777778,0.9168180638463536,0.0,27,3340,18,10,9
0.25951557093425603,0.47222222222222227,0.9168180638463536,0.0,27,3013,19,10,9
0.2249134948096886,0.47222222222222227,0.9168180638463536,0.0,27,2603,20,10,9
0.11072664359861592,0.4166666666666667,0.9168180638463536,0.0,27,1910,21,10,9
0.9273356401384084,0.5,0.9168180638463536,0.0,27,1037,22,10,9
0.10034602076124569,0.5,0.8885933039190241,0.0,27,347,0,10,10
0.08650519031141869,0.47222222222222227,0.8902154165585258,0.0,2,350,2,10,10
0.7231833910034603,0.5,0.8890799377108747,0.0,2,850,3,10,10
0.9273356401384084,0.5555555555555556,0.8879769011160135,0.0,24,2791,4,10,10
0.4221453287197232,0.5555555555555556,0.8845704645730601,0.0,27,5809,5,10,10
0.11072664359861592,0.5833333333333334,0.8845380223202699,0.0,27,6798,6,10,10
0.4913494809688582,0.7222222222222222,0.8841162730339994,0.0,27,6304,7,10,10
0.4982698961937717,0.7777777777777778,0.8927783545289385,0.0,4,5291,8,10,10
0.9031141868512111,0.7777777777777778,0.8932649883207889,0.0,27,4638,9,10,10
0.013840830449826987,0.8333333333333334,0.9216844017648587,0.0,27,5557,13,10,10
0.5536332179930796,0.8333333333333334,0.9216844017648587,0.0,27,5818,14,10,10
0.4948096885813149,0.8055555555555556,0.9206462496755774,0.0,2,6272,15,10,10
0.5224913494809689,0.638888888888889,0.9198027511030366,0.0,2,5944,16,10,10
0.013840830449826987,0.6111111111111112,0.9191539060472359,0.0,19,4949,17,10,10
0.6712802768166091,0.6111111111111112,0.9150661821956917,0.0,19,3511,18,10,10
0.4290657439446367,0.6111111111111112,0.9147093174150013,0.0,19,3039,19,10,10
0.25951557093425603,0.7027777777777778,0.9142551258759408,0.0,19,2679,20,10,10
0.5813148788927336,0.7944444444444445,0.9153906047235921,0.0,19,2094,21,10,10
0.7474048442906575,0.888888888888889,0.9165909680768232,0.0,19,1284,22,10,10
0.38754325259515576,0.8611111111111112,0.9234362834155203,0.0,19,410,0,10,11
0.9515570934256056,0.7777777777777778,0.9233389566571504,0.0,19,331,1,10,11
0.6124567474048443,0.6027777777777777,0.9186997145081756,0.0,11,372,2,10,11
0.4290657439446367,0.7222222222222222,0.9157150272514923,0.0,13,739,3,10,11
0.685121107266436,0.75,0.9108811315857773,0.0,11,2561,4,10,11
0.47404844290657444,0.75,0.9036140669608097,0.0,2,5586,5,10,11
0.7508650519031143,0.8055555555555556,0.9007267064624968,0.0,2,6992,6,10,11
0.5778546712802769,0.75,0.9015702050350376,0.0,19,5860,7,10,11
0.46020761245674746,0.8694444444444445,0.9024785881131586,0.0,19,5230,8,10,11
0.5536332179930796,0.8472222222222222,0.9060796781728524,0.0,2,4864,9,10,11
0.9377162629757786,0.8250000000000001,0.9098429794964963,0.0,2,5146,10,10,11
0.9653979238754326,0.8250000000000001,0.9114650921359979,0.0,24,5526,11,10,11
0.8546712802768167,0.8250000000000001,0.9140280301064106,0.0,24,5383,12,10,11
0.7647058823529412,0.8250000000000001,0.9143524526343109,0.0,2,5758,13,10,11
0.5916955017301039,0.8250000000000001,0.916331430054503,0.0,2,5889,14,10,11
0.8927335640138409,0.8250000000000001,0.9155203737347521,0.0,2,6057,15,10,11
0.8823529411764707,0.8,0.91337918505061,0.0,24,6028,16,10,11
0.5778546712802769,0.7777777777777778,0.9090643654295354,0.0,4,5257,17,10,11
0.4117647058823529,0.7916666666666667,0.9155203737347521,0.0,27,1897,22,10,11
0.8512110726643599,0.8333333333333334,0.8826239294056579,0.0,27,769,0,10,12
0.7058823529411765,0.7777777777777778,0.8791526083571244,0.0,27,570,1,10,12
0.22837370242214536,0.7222222222222222,0.8768816506618221,0.0,4,413,2,10,12
0.6366782006920416,0.7222222222222222,0.8742538281858293,0.0,27,399,3,10,12
0.370242214532872,0.7222222222222222,0.8735725408772385,0.0,27,740,4,10,12
0.5674740484429066,0.75,0.8724046197767974,0.0,27,1420,5,10,12
0.4152249134948097,0.6666666666666667,0.8726317155463277,0.0,2,2220,6,10,12
0.28719723183391,0.6777777777777778,0.8734427718660784,0.0,24,3479,7,10,12
0.8996539792387543,0.6888888888888889,0.8844082533091099,0.0,24,4546,8,10,12
0.3667820069204152,0.7000000000000001,0.8979366727225538,0.0,4,4579,9,10,12
0.4221453287197232,0.7138888888888889,0.9058525824033222,0.0,27,4438,10,10,12
0.24913494809688583,0.7138888888888889,0.909518556968596,0.0,27,4623,11,10,12
0.5294117647058824,0.7222222222222222,0.9142551258759408,0.0,27,4440,12,10,12
0.9965397923875433,0.6944444444444444,0.9182779652219051,0.0,27,4495,13,10,12
0.33217993079584773,0.6111111111111112,0.9212302102257981,0.0,27,4483,14,10,12
0.9584775086505191,0.3888888888888889,0.9230794186348299,0.0,27,4591,15,10,12
0.8754325259515572,0.3611111111111111,0.9227874383597198,0.0,27,4477,16,10,12
0.2802768166089965,0.33333333333333337,0.9201920581365169,0.0,27,4221,17,10,12
0.05536332179930796,0.4166666666666667,0.9143848948871011,0.0,4,3672,18,10,12
0.6193771626297578,0.4444444444444445,0.9128601090059694,0.0,27,3015,19,10,12
0.7439446366782008,0.5277777777777778,0.9143524526343109,0.0,2,2769,20,10,12
0.0726643598615917,0.5833333333333334,0.9156177004931223,0.0,19,2875,21,10,12
0.8131487889273357,0.6111111111111112,0.9154554892291721,0.0,19,1931,22,10,12
0.9861591695501731,0.75,0.9166234103296134,0.0,19,870,0,10,13
0.71280276816609,0.888888888888889,0.9167531793407734,0.0,19,654,1,10,13
0.8788927335640139,0.9722222222222222,0.9156177004931223,0.0,19,364,2,10,13
0.03460207612456748,1.0,0.9151310667012718,0.0,19,262,3,10,13
0.11418685121107267,0.9722222222222222,0.9156177004931223,0.0,19,505,4,10,13
0.4152249134948097,0.9722222222222222,0.9156501427459124,0.0,19,861,5,10,13
0.8131487889273357,1.0,0.9156501427459124,0.0,19,1132,6,10,13
0.629757785467128,0.9166666666666667,0.9156501427459124,0.0,17,1797,7,10,13
0.2664359861591695,0.9166666666666667,0.916266545548923,0.0,11,2685,8,10,13
0.4221453287197232,0.9722222222222222,0.916266545548923,0.0,17,2685,8,10,13
0.9515570934256056,0.9166666666666667,0.916266545548923,0.0,7,2685,8,10,13
0.7162629757785468,0.888888888888889,0.9159421230210225,0.0,11,3370,9,10,13
0.6401384083044983,0.888888888888889,0.9159421230210225,0.0,17,3370,9,10,13
0.05536332179930796,0.9722222222222222,0.9175317934077343,0.0,11,3662,10,10,13
1.0,0.9166666666666667,0.9175317934077343,0.0,17,3662,10,10,13
0.8754325259515572,0.9111111111111111,0.919186348300026,0.0,17,4076,11,10,13
0.3391003460207612,0.9083333333333333,0.919186348300026,0.0,13,4076,11,10,13
0.5051903114186852,0.9055555555555556,0.919186348300026,0.0,11,4076,11,10,13
0.39100346020761245,0.9027777777777778,0.9205489229172074,0.0,13,4128,12,10,13
0.33217993079584773,0.9,0.9205489229172074,0.0,17,4128,12,10,13
0.5847750865051904,0.0,0.9205489229172074,0.0,11,4128,12,10,13
0.685121107266436,0.9444444444444445,0.9216519595120685,0.0,17,4358,13,10,13
0.6089965397923875,0.8611111111111112,0.9216519595120685,0.0,13,4358,13,10,13
0.4256055363321799,0.0,0.9216519595120685,0.0,11,4358,13,10,13
0.5397923875432526,0.0,0.9231443031404102,0.0,17,4342,14,10,13
0.32525951557093424,0.0,0.9231443031404102,0.0,13,4342,14,10,13
0.9861591695501731,0.0,0.9235660524266806,0.0,17,4234,15,10,13
0.3391003460207612,0.0,0.9234362834155203,0.0,13,4271,16,10,13
0.809688581314879,0.0,0.9234362834155203,0.0,17,4271,16,10,13
0.6539792387543253,0.0,0.9226576693485595,0.0,17,4080,17,10,13
0.9411764705882354,0.4166666666666667,0.9219114975343888,0.0,17,3453,18,10,13
0.058823529411764705,0.3611111111111111,0.9214573059953283,0.0,17,2718,19,10,13
0.5986159169550174,0.0,0.9199974046197767,0.0,17,2439,20,10,13
0.4117647058823529,0.4444444444444445,0.9182455229691151,0.0,17,1819,21,10,13
0.8823529411764707,0.3888888888888889,0.9147093174150013,0.0,17,1002,22,10,13
0.32871972318339104,0.47222222222222227,0.9147093174150013,0.0,5,1002,22,10,13
0.6643598615916956,0.4444444444444445,0.91347651180898,0.0,5,303,0,10,14
0.8027681660899655,0.4166666666666667,0.9129898780171296,0.0,5,239,1,10,14
0.15570934256055363,0.0,0.9125681287308591,0.0,17,335,2,10,14
0.8131487889273357,0.3888888888888889,0.9125681287308591,0.0,5,335,2,10,14
0.16608996539792387,0.3888888888888889,0.9116921879055281,0.0,17,810,3,10,14
0.5570934256055364,0.3888888888888889,0.9116921879055281,0.0,5,810,3,10,14
0.9826989619377163,0.4444444444444445,0.9110433428497275,0.0,17,2606,4,10,14
0.46020761245674746,0.4166666666666667,0.9110433428497275,0.0,5,2606,4,10,14
0.8858131487889274,0.47222222222222227,0.909648325979756,0.0,17,5714,5,10,14
0.629757785467128,0.47222222222222227,0.9089994809239554,0.0,17,6798,6,10,14
0.08996539792387544,0.4444444444444445,0.9077991175707241,0.0,17,6114,7,10,14
0.48096885813148793,0.4444444444444445,0.9075720218011939,0.0,17,5094,8,10,14
0.8961937716262977,0.47222222222222227,0.9086101738904749,0.0,17,4473,9,10,14
0.273356401384083,0.47222222222222227,0.9094212302102258,0.0,19,4529,10,10,14
0.6193771626297578,0.4444444444444445,0.9139631456008307,0.0,27,4823,11,10,14
0.9204152249134948,0.3888888888888889,0.9213924214897482,0.0,24,4872,12,10,14
0.17647058823529413,0.3055555555555556,0.9274591227614846,0.0,27,5238,13,10,14
0.28719723183391,0.33333333333333337,0.930670905787698,0.0,27,5584,14,10,14
0.5363321799307958,0.0,0.9330391902413705,0.0,4,6246,15,10,14
0.356401384083045,0.16666666666666669,0.9319685958992993,0.0,4,5957,16,10,14
0.33217993079584773,0.19444444444444445,0.9284323903451857,0.0,4,4535,17,10,14
0.4290657439446367,0.25,0.9252530495717622,0.0,2,3234,18,10,14
0.629757785467128,0.08333333333333334,0.9235660524266806,0.0,2,2677,19,10,14
0.18339100346020762,0.08333333333333334,0.9229496496236699,0.0,19,2077,20,10,14
0.5640138408304499,0.02777777777777778,0.9198676356086167,0.0,4,1380,21,10,14
0.5121107266435987,0.08333333333333334,0.9159421230210225,0.0,2,927,22,10,14
0.2975778546712803,0.02777777777777778,0.9079613288346743,0.0,27,324,0,10,15
0.5570934256055364,0.02777777777777778,0.9049117570724111,0.0,27,257,1,10,15
0.5778546712802769,0.11111111111111112,0.9016026472878278,0.0,27,354,2,10,15
0.46366782006920415,0.02777777777777778,0.8993316895925253,0.0,27,769,3,10,15
0.3079584775086506,0.05555555555555556,0.8973851544251233,0.0,27,2769,4,10,15
0.2768166089965398,0.05555555555555556,0.8957630417856217,0.0,27,5789,5,10,15
0.795847750865052,0.05555555555555556,0.8915455489229173,0.0,4,7055,6,10,15
0.3044982698961938,1.0,0.8921295094731378,0.0,4,6408,7,10,15
0.003460207612456745,1.0,0.9016026472878278,0.0,4,5254,8,10,15
0.7647058823529412,0.9444444444444445,0.9106864780690371,0.0,4,4547,9,10,15
0.05536332179930796,1.0,0.9208733454451078,0.0,4,4784,10,10,15
0.6747404844290658,0.9722222222222222,0.927880872047755,0.0,24,5015,11,10,15
0.4117647058823529,1.0,0.928854139631456,0.0,27,5057,12,10,15
0.8339100346020761,0.9444444444444445,0.9348235141448221,0.0,2,5430,13,10,15
0.5986159169550174,0.9444444444444445,0.9380677394238256,0.0,2,5813,14,10,15
0.10726643598615918,0.061111111111111116,0.9375486633791851,0.0,2,6496,15,10,15
0.9480968858131489,0.9166666666666667,0.9371269140929147,0.0,2,6429,16,10,15
0.6712802768166091,0.9166666666666667,0.9348559563976123,0.0,19,5142,17,10,15
0.010380622837370242,0.888888888888889,0.9320010381520892,0.0,13,3311,18,10,15
0.9688581314878894,0.9444444444444445,0.9312224240851286,0.0,19,2777,19,10,15
0.06920415224913495,0.888888888888889,0.930768232546068,0.0,19,2331,20,10,15
0.8200692041522492,0.8611111111111112,0.9313846353490786,0.0,19,1767,21,10,15
0.31833910034602075,0.888888888888889,0.9313846353490786,0.0,19,1093,22,10,15
0.38754325259515576,0.8055555555555556,0.9308655593044382,0.0,2,333,0,10,16
0.7612456747404844,0.9166666666666667,0.9308655593044382,0.0,19,267,1,10,16
0.33564013840830453,0.8333333333333334,0.9313197508434986,0.0,19,358,2,10,16
0.4878892733564014,0.8333333333333334,0.9296651959512069,0.0,2,777,3,10,16
0.5155709342560554,0.888888888888889,0.9275564495198547,0.0,19,2732,4,10,16
0.16262975778546712,0.888888888888889,0.9255450298468727,0.0,19,5637,5,10,16
